uid,sample,gender,age_2,dwelling,industry,social_involve_1,social_involve_2,social_involve_3,social_involve_4,social_involve_5,social_involve_6,volunteerdonate_1,volunteerdonate_2,volunteerdonate_3,volunteerdonate_4,volunteerdonate_7,snetwork_ethnicity,snetwork_nationality,snetwork_religion,snetwork_income,snetwork_education,snetwork_sorientation,close_sg_friends,support_immedfam,support_extfam,support_worksch,support_friends,outcome_connection,outcome_future,online_news,online_sm,online_areasinterest,online_sharemedia,marital_stats,children,age_youngestchild,hh_grandparents,hh_parents,hh_siblings,hh_spouse,hh_children,hh_relatives,hh_helper,hh_mates,hh_employer_their_family,hh_grandchildren,hh_other,hh_none,highest_ed,institution_deg,occupation,mhi,mpi,weight,pillarbeh_1,pillarbeh_2,pillarbeh_3,pillarbeh_4,pillarbeh_5,pillarbeh_6,pillarbeh_7,pillarbeh_8,pillarbeh_9,pillarbeh_10,pillarbeh_11,pillarbeh_12,pillarbeh_13,pillarbeh_14,pillarbeh_15,pillarvals_1,pillarvals_2,pillarvals_3,pillarvals_4,pillarvals_5,pillarvals_6,pillarvals_7,pillarvals_8,pillarvals_9,pillarvals_12,pillarvals_13,pillarvals_14,pillarvals_21,pillarvals_22,pillarvals_23,pillarvals_24,pillarvals_25,pillarvals_26,pillarvals_29,pillarvals_30,pillarvals_31,pillarvals_32,pillarvals_33
3137,Resident (Citizen/PR),Female,35-44 years old,Private apartment / Condominium,Information and Communications,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,9,7,6,8,5,5,A few times a week,A few times a week,A few times a week,A few times a week,Married,Yes,2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Executives / officers,"$11,001-$12,000","S$3,001-S$4,000",0.87932326,7,6,6,5,5,5,5,5,1,5,5,6,5,5,5,4,5,3,3,6,5,1,5,4,5,1,4,4,4,4,4,5,7,4,3,5,5,2
3138,Resident (Citizen/PR),Male,25-34 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-,8,4,7,7,8,8,Daily,Daily,A few times a week,A few times a month,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,Student,"S$7,001-S$8,000",-,0.861557991,9,7,7,3,6,8,5,5,2,8,9,9,9,7,9,9,9,9,9,9,7,7,9,9,8,9,9,9,9,7,8,7,10 - Strongly agree,10 - Strongly agree,9,9,9,10 - Strongly agree
3141,Resident (Citizen/PR),Male,55-64 years old,HDB 3 room,Government / Public Sector / Defence,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,-,10 - A lot,0 - Not at all,5,5,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,Less frequently,Married,Yes,2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Middle management (managerial),"S$7,001-S$8,000","S$7,001-S$8,000",0.905928201,10 - Strongly agree,5,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,0 - Do not agree at all,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
3143,Resident (Citizen/PR),Female,20-24 years old,HDB 5 room / Executive,Not currently working,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,8,7,8,10 - Very strong,8,A few times a week,Daily,A few times a week,A few times a month,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Student,"S$6,001-S$7,000",-,1.26030958,7,10 - Strongly agree,7,6,5,7,5,8,2,9,7,6,8,7,9,7,10 - Strongly agree,8,8,7,8,7,8,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,8,8,8,10 - Strongly agree,10 - Strongly agree,7,8,10 - Strongly agree,10 - Strongly agree
3145,Resident (Citizen/PR),Male,20-24 years old,HDB 5 room / Executive,Not currently working,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,9,7,9,9,9,Daily,Daily,A few times a week,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,Student,"S$8,001-S$9,000",-,1.311828746,10 - Strongly agree,8,8,8,9,10 - Strongly agree,5,8,4,7,8,10 - Strongly agree,7,7,8,9,9,8,7,10 - Strongly agree,7,9,9,9,6,7,9,7,6,9,8,9,10 - Strongly agree,8,9,9,8,9
3146,Resident (Citizen/PR),Female,20-24 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,7,5,7,7,8,7,A few times a week,Daily,Daily,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Student,"S$1,000-2,000",-,0.775305876,3,7,5,5,7,7,3,7,3,7,7,6,7,7,10 - Strongly agree,10 - Strongly agree,8,7,7,10 - Strongly agree,7,7,8,8,8,7,10 - Strongly agree,8,8,7,7,7,10 - Strongly agree,8,8,8,7,10 - Strongly agree
3150,Resident (Citizen/PR),Female,25-34 years old,HDB 5 room / Executive,Not currently working,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,-,9,9,0 - Not at all,8,10 - Very strong,8,Daily,Daily,Less frequently,A few times a week,Married,Yes,1 year,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Home maker,"S$3,001-S$4,000",-,1.390899812,9,8,9,8,9,8,5,7,9,9,9,9,9,8,6,8,9,9,7,9,9,7,9,7,7,8,10 - Strongly agree,7,9,7,7,8,10 - Strongly agree,9,9,7,7,9
3151,Resident (Citizen/PR),Male,20-24 years old,Landed property,Not currently working,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,8,9,10 - A lot,8,9,Daily,Daily,Daily,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,National service (NS),Refuse,"Below S$1,000",0.886731907,10 - Strongly agree,9,8,8,1,9,7,7,1,5,8,8,7,9,10 - Strongly agree,9,8,8,7,8,6,7,7,10 - Strongly agree,8,8,9,8,9,7,8,9,9,8,9,7,8,8
3156,Resident (Citizen/PR),Female,25-34 years old,HDB 4 room,Education,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,10 - A lot,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,A few times a week,Less frequently,Married,No,-,No,No,No,Yes,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","S$2,001-S$3,000","S$1,000-2,000",0.944791686,10 - Strongly agree,9,8,8,9,9,7,9,4,9,9,9,9,9,8,9,9,9,8,9,10 - Strongly agree,8,9,9,9,8,10 - Strongly agree,7,9,7,7,9,10 - Strongly agree,9,9,8,8,9
3157,Resident (Citizen/PR),Male,65-75 years old,HDB 5 room / Executive,Not currently working,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,0 - Not at all,8,5,6,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Retired,No income,-,1.472644572,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,5,7,5,7,0 - Do not agree at all,9,10 - Strongly agree,10 - Strongly agree,6,7,3,10 - Strongly agree,7,5,9,8,10 - Strongly agree,9,10 - Strongly agree,5,8,5,10 - Strongly agree,6,6,7,7,9,10 - Strongly agree,5,6,5,5,10 - Strongly agree
3161,Resident (Citizen/PR),Female,20-24 years old,HDB 5 room / Executive,Not currently working,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-,9,8,8,8,7,7,A few times a week,A few times a week,A few times a week,A few times a week,Single,No,-,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Student,"S$3,001-S$4,000",-,1.26030958,8,9,7,6,7,8,5,3,4,8,8,8,5,7,8,8,8,8,7,8,8,5,8,8,7,7,8,8,8,8,8,8,9,5,7,6,5,6
3163,Resident (Citizen/PR),Male,55-64 years old,HDB 5 room / Executive,Not currently working,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,8,3,3,6,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,Less frequently,Divorced / Widowed / Separated,Yes,18,No,No,No,No,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Middle management (managerial),Refuse,Refuse,1.472644572,10 - Strongly agree,9,9,6,8,10 - Strongly agree,8,9,7,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,9,8,9,9,9,9,10 - Strongly agree,9,10 - Strongly agree,9,10 - Strongly agree,8,9,7,9,9,8,6,9,10 - Strongly agree,8,10 - Strongly agree,5,7,10 - Strongly agree
3167,Resident (Citizen/PR),Male,25-34 years old,HDB 4 room,Information and Communications,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,9,9,8,8,6,6,Daily,Daily,Daily,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,Executives / officers,"Above $20,000","S$2,001-S$3,000",0.982978931,9,9,9,5,4,9,5,1,1,9,9,7,9,7,8,5,5,4,5,1,5,0 - Do not agree at all,4,0 - Do not agree at all,0 - Do not agree at all,5,4,4,4,4,5,1,5,4,0 - Do not agree at all,4,1,5
3170,Resident (Citizen/PR),Male,45-54 years old,HDB 4 room,Transportation/logistics/shipping,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,10 - A lot,7,8,9,9,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,19,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,"Craftsmen and related trades workers (e.g. Electrician, Plumber, Contractor, Baker etc)","S$7,001-S$8,000","S$3,001-S$4,000",1.019222856,7,8,6,10 - Strongly agree,5,10 - Strongly agree,9,9,7,8,9,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,9,10 - Strongly agree,9,9,9,10 - Strongly agree,9,9,10 - Strongly agree,9,10 - Strongly agree,9,9,8,10 - Strongly agree,9,9,7,7,10 - Strongly agree
3174,Resident (Citizen/PR),Female,45-54 years old,HDB 5 room / Executive,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,10 - A lot,6,0 - Not at all,8,5,5,Less frequently,Daily,Daily,A few times a week,Married,Yes,20,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Primary school / PSLE,-,Executives / officers,"S$5,001-S$6,000","S$2,001-S$3,000",1.440911389,8,9,5,8,0 - Do not agree at all,4,2,5,0 - Do not agree at all,8,10 - Strongly agree,8,0 - Do not agree at all,3,0 - Do not agree at all,6,6,5,7,5,6,5,0 - Do not agree at all,5,2,4,8,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,10 - Strongly agree,5,6,2,2,10 - Strongly agree
3175,Resident (Citizen/PR),Female,20-24 years old,HDB 3 room,Health and social services,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,8,3,7,7,8,6,A few times a month,Daily,A few times a month,Less frequently,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","S$4,001-S$5,000","S$1,000-2,000",0.775305876,10 - Strongly agree,7,3,4,3,7,5,5,0 - Do not agree at all,8,8,7,5,5,4,10 - Strongly agree,8,6,6,7,8,0 - Do not agree at all,5,10 - Strongly agree,7,7,9,9,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,7,8,2,10 - Strongly agree,4
3176,Resident (Citizen/PR),Female,35-44 years old,HDB 3 room,Food and beverage,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,-,4,3,3,3,5,5,Less frequently,Daily,A few times a month,Less frequently,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,Primary school / PSLE,-,"Sales and service staff (e.g. Chefs, Cooks, Cashiers, Waiters, Sales Assistant etc)","Below S$1,000","Below S$1,000",0.881168454,6,5,4,2,4,6,3,4,2,3,8,5,5,6,7,7,6,6,4,5,6,3,7,3,5,4,7,5,4,5,6,5,7,8,8,6,5,8
3177,Resident (Citizen/PR),Female,55-64 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,-,6,6,0 - Not at all,7,9,8,A few times a month,Daily,Less frequently,A few times a month,Divorced / Widowed / Separated,Yes,More than 20 years old,No,No,No,No,Yes,No,No,No,No,No,No,No,Primary school / PSLE,-,Retired,"S$2,001-S$3,000",-,0.762841267,8,8,6,6,4,6,2,7,4,8,9,8,7,8,8,7,7,6,7,7,7,5,7,3,5,5,9,8,6,6,6,8,9,8,9,6,6,10 - Strongly agree
3179,Resident (Citizen/PR),Female,20-24 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,-,8,8,0 - Not at all,8,9,10 - I have a strong desire to be a part of shaping Singapore’s future,Less frequently,Daily,A few times a month,A few times a month,Single,No,-,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,Student,"S$4,001-S$5,000",-,0.679537427,8,9,6,10 - Strongly agree,10 - Strongly agree,8,5,10 - Strongly agree,2,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,9,10 - Strongly agree,7,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,2,8,7,6,10 - Strongly agree,4,4,4,10 - Strongly agree,7,8,2,3,8
3180,Resident (Citizen/PR),Male,45-54 years old,HDB 3 room,Transportation/logistics/shipping,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,9,6,6,6,7,7,A few times a week,A few times a month,A few times a week,A few times a month,Married,Yes,10,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Technical / vocational school,-,"Sales and service staff (e.g. Chefs, Cooks, Cashiers, Waiters, Sales Assistant etc)","S$2,001-S$3,000","S$1,000-2,000",0.923049046,7,8,7,6,7,7,7,7,6,7,6,8,7,8,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,6,6,8,8,6,7,6
3181,Resident (Citizen/PR),Female,16-19 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,6,5,6,8,7,A few times a week,Daily,A few times a week,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Technical / vocational school,-,Student,"S$3,001-S$4,000",-,0.679537427,7,6,7,7,6,7,7,5,6,6,6,7,6,6,6,7,8,6,6,7,7,6,7,7,6,6,7,6,7,8,7,7,7,6,6,7,6,7
3182,Resident (Citizen/PR),Male,25-34 years old,Private apartment / Condominium,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-,8,5,8,5,8,7,Daily,Daily,A few times a week,Less frequently,Married,No,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$6,001-S$7,000","S$4,001-S$5,000",0.888360937,9,8,6,6,4,7,6,6,1,7,8,9,6,7,7,8,8,6,5,8,7,7,7,8,8,9,7,7,8,8,8,8,9,7,7,7,8,6
3183,Resident (Citizen/PR),Male,45-54 years old,HDB 3 room,Wholesale and Retail Trade,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,6,6,8,8,8,A few times a week,A few times a week,A few times a week,A few times a week,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Self-employed / Freelancer,"S$6,001-S$7,000","S$5,001-S$6,000",0.92264157,7,7,6,8,8,7,6,7,7,8,6,7,7,6,7,7,6,7,6,7,7,7,8,7,7,7,8,6,6,8,7,7,7,8,7,7,8,8
3184,Resident (Citizen/PR),Female,25-34 years old,HDB 3 room,Wholesale and Retail Trade,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,7,6,6,9,7,A few times a week,A few times a month,A few times a week,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,"Sales and service staff (e.g. Chefs, Cooks, Cashiers, Waiters, Sales Assistant etc)","S$3,001-S$4,000","S$1,000-2,000",0.727891904,8,8,7,7,6,7,6,7,7,7,7,7,7,6,8,7,7,7,7,7,7,7,6,7,7,7,8,6,7,7,7,8,6,7,7,7,7,8
3186,Resident (Citizen/PR),Female,35-44 years old,HDB 3 room,Health and social services,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,6,6,6,8,7,A few times a week,A few times a month,A few times a week,A few times a week,Married,Yes,15,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","$10,001-$11,000","S$4,001-S$5,000",0.881168454,8,7,6,9,6,7,5,8,6,7,7,7,8,7,7,6,7,6,7,6,7,7,7,8,6,7,7,8,7,7,6,7,5,9,8,7,8,8
3187,Resident (Citizen/PR),Female,35-44 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,-,10 - A lot,5,5,7,6,6,Daily,Daily,A few times a month,A few times a month,Married,Yes,Less than 1 year,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Home maker,"S$5,001-S$6,000",-,0.828076156,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,7,5,8,5,5,1,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,9,10 - Strongly agree,6,7,6,5,10 - Strongly agree,10 - Strongly agree,6,7,6,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,7,10 - Strongly agree,7,6,6,6,6
3189,Resident (Citizen/PR),Female,55-64 years old,HDB 5 room / Executive,Not currently working,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,-,10 - A lot,10 - A lot,5,10 - A lot,10 - Very strong,8,Daily,Daily,Daily,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Primary school / PSLE,-,Home maker,Refuse,-,1.414809721,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,5,5,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,9,8,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,7,10 - Strongly agree,7,9,5,9,10 - Strongly agree,9,10 - Strongly agree,9,9,9,7,9,10 - Strongly agree
3192,Resident (Citizen/PR),Female,65-75 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,10 - A lot,9,5,7,8,8,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Home maker,"S$4,001-S$5,000",-,0.870349879,9,7,7,7,7,7,9,6,5,8,6,7,6,7,7,6,7,5,7,7,6,6,5,9,7,7,7,7,7,9,9,7,7,6,10 - Strongly agree,9,9,7
3194,Resident (Citizen/PR),Male,55-64 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,-,8,6,0 - Not at all,4,8,8,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Home maker,"S$2,001-S$3,000",-,0.906328295,9,10 - Strongly agree,8,10 - Strongly agree,0 - Do not agree at all,1,0 - Do not agree at all,1,0 - Do not agree at all,4,10 - Strongly agree,6,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,10 - Strongly agree,6,2,5,8,2,1,1,1,8,8,9,8,8,0 - Do not agree at all,0 - Do not agree at all,9,9,10 - Strongly agree,10 - Strongly agree,8,9,10 - Strongly agree
3195,Resident (Citizen/PR),Male,25-34 years old,HDB 4 room,"Arts, Entertainment and Recreation",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,-,10 - A lot,0 - Not at all,5,5,5,5,Less frequently,A few times a week,Less frequently,Less frequently,Married,Yes,3,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Middle management (managerial),"S$6,001-S$7,000","S$3,001-S$4,000",0.983413054,8,8,5,8,5,8,8,8,2,8,8,5,8,8,8,5,8,8,8,8,5,8,5,8,5,8,5,5,8,5,5,5,10 - Strongly agree,5,6,4,5,4
3197,Resident (Citizen/PR),Male,25-34 years old,HDB 4 room,Government / Public Sector / Defence,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,10 - A lot,10 - A lot,5,5,Daily,Daily,A few times a month,A few times a month,Married,Yes,1 year,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Executives / officers,"S$7,001-S$8,000","S$3,001-S$4,000",0.983413054,8,10 - Strongly agree,10 - Strongly agree,1,8,10 - Strongly agree,5,10 - Strongly agree,6,8,10 - Strongly agree,10 - Strongly agree,4,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,10 - Strongly agree,7,7,10 - Strongly agree,7,10 - Strongly agree,4,10 - Strongly agree,10 - Strongly agree,4,10 - Strongly agree,10 - Strongly agree,5,5,10 - Strongly agree,10 - Strongly agree,5,5,6,7,7
3199,Resident (Citizen/PR),Female,45-54 years old,Landed property,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,5,5,5,10 - Very strong,5,A few times a week,A few times a week,A few times a week,Less frequently,Married,No,-,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Primary school / PSLE,-,Self-employed / Freelancer,Refuse,Refuse,0.973555484,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,5,0 - Do not agree at all,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,5,10 - Strongly agree
3211,Resident (Citizen/PR),Female,55-64 years old,HDB 5 room / Executive,Not currently working,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,0 - Not at all,8,9,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a month,Married,Yes,More than 20 years old,No,No,No,Yes,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Home maker,Refuse,-,1.414809721,8,7,6,6,4,5,1,3,3,7,10 - Strongly agree,8,5,3,6,5,10 - Strongly agree,8,6,7,8,6,7,5,8,3,10 - Strongly agree,3,8,7,7,8,9,10 - Strongly agree,10 - Strongly agree,3,5,10 - Strongly agree
3200,Resident (Citizen/PR),Female,65-75 years old,HDB 3 room,Not currently working,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,-,10 - A lot,10 - A lot,0 - Not at all,8,9,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Less frequently,Daily,Less frequently,Single,No,-,No,No,No,No,No,No,No,No,No,No,No,Yes,Post graduate degree,Non-Singapore university (studied overseas most or all of the time),Retired,Refuse,-,0.870349879,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
3201,Resident (Citizen/PR),Male,45-54 years old,Landed property,Finance / Banking / Insurance,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-,8,6,5,10 - A lot,7,7,Daily,A few times a week,Daily,A few times a month,Married,Yes,20,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,University / degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)",Self-employed / Freelancer,"S$2,001-S$3,000","S$2,001-S$3,000",1.013352663,10 - Strongly agree,7,5,5,5,7,7,3,3,10 - Strongly agree,10 - Strongly agree,5,5,5,7,5,10 - Strongly agree,5,7,10 - Strongly agree,7,5,10 - Strongly agree,7,7,7,5,10 - Strongly agree,10 - Strongly agree,5,5,7,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8
